elapsed_time,nproc,cpu,mem_real,mem_virtual
4.887580871582031e-05,2,0.0,10.84765625,37.3984375
1.0010945796966553,7,22.0,158.25390625,519.4296875
2.002824544906616,3,1.0,518.01171875,1362.74609375
3.004568576812744,3,0.0,585.6875,1504.27734375
4.00595235824585,3,99.8,787.28515625,1764.27734375
5.007495164871216,3,519.9,1253.58984375,2302.34375
6.00968861579895,3,1283.6,1242.11328125,2206.515625
7.011506795883179,3,958.5,1098.359375,2310.45703125
8.01304030418396,3,388.2,1206.796875,2427.52734375
9.015066862106323,3,1299.3,1473.765625,2555.52734375
10.017132759094238,3,1297.4,1468.3203125,2579.515625
11.019087076187134,3,857.4,1124.015625,2611.4453125
12.020957231521606,3,266.6,819.2421875,2625.38671875
13.022566318511963,3,0.0,619.3828125,1690.6875
14.024535655975342,3,100.9,809.26953125,1974.6875
15.025939702987671,3,109.8,1069.95703125,2177.734375
16.02779507637024,3,571.8,1609.88671875,2928.84375
17.02993130683899,3,1196.7,1980.55859375,3376.90625
18.031835794448853,3,1265.4,1748.58203125,2934.1328125
19.03385043144226,3,968.0,1582.453125,3070.0859375
20.035914659500122,3,553.2,1148.05078125,3180.015625
21.03732681274414,3,199.7,1133.0078125,3244.015625
22.038898944854736,3,862.2,1987.796875,3467.14453125
23.040931224822998,3,1299.3,2040.515625,3491.14453125
24.043043613433838,3,1300.1,2133.36328125,3535.14453125
25.045245885849,3,1293.3,2103.703125,3535.14453125
26.047316551208496,3,1096.7,1711.37109375,3651.07421875
27.04943013191223,3,410.2,1240.52734375,3703.02734375
28.051440000534058,3,266.6,1020.7890625,3735.00390625
29.052852153778076,2,22.0,104.87890625,8393638.53515625
30.054394245147705,2,99.8,134.31640625,8394181.06640625
31.055986881256104,2,102.8,284.22265625,8445564.3515625
32.05757021903992,2,99.9,285.22265625,8445564.3515625
33.058881521224976,2,100.8,285.22265625,8445564.3515625
34.06048512458801,2,99.9,285.22265625,8445564.3515625
35.06189846992493,2,99.8,285.22265625,8445564.3515625
36.06342792510986,2,99.9,285.22265625,8445564.3515625
37.06507468223572,2,99.8,1151.921875,8462594.46875
38.06658601760864,2,99.9,2893.421875,8462594.46875
39.06791305541992,2,100.9,1769.38671875,8462603.984375
40.06939148902893,2,99.8,343.89453125,8462635.79296875
41.07138991355896,2,99.8,1399.6796875,8462649.79296875
42.073145627975464,2,99.8,2522.1796875,8462649.79296875
43.074923515319824,2,99.8,3658.1796875,8462649.79296875
44.07648587226868,2,99.8,360.00390625,8462649.79296875
45.0779983997345,2,99.8,859.41015625,8462651.59765625
46.079694509506226,2,100.9,2575.16015625,8462651.59765625
47.08112931251526,2,100.8,3011.91796875,8462651.59765625
48.08286213874817,2,99.9,350.8203125,8462651.7265625
49.084152698516846,2,99.8,1737.66796875,8462651.7265625
50.08567142486572,2,99.9,3482.91796875,8462651.7265625
51.086962938308716,2,99.8,355.140625,8462651.7265625
52.088908433914185,2,100.9,920.94921875,8462651.7265625
53.09019732475281,2,99.8,2647.19921875,8462651.7265625
54.092015743255615,2,99.8,2488.44140625,8462651.7265625
55.09379482269287,2,99.9,355.765625,8462651.7265625
56.0951931476593,2,100.8,1861.17578125,8462651.7265625
57.09715962409973,2,99.8,3634.92578125,8462651.7265625
58.098637104034424,2,99.9,350.07421875,8462651.7265625
59.10011672973633,2,99.8,353.07421875,8462651.7265625
60.10168480873108,2,191.7,398.90234375,8462967.1171875
61.103352069854736,2,99.8,1.5234375,2.734375
