elapsed_time,nproc,cpu,mem_real,mem_virtual
4.8160552978515625e-05,1,0.0,12.23046875,3192.18359375
1.0059936046600342,1,47.7,28.79296875,64.7109375
2.013998031616211,1,101.2,83.4921875,125.7109375
3.0212488174438477,1,100.3,125.1796875,161.7109375
4.028021812438965,1,100.3,135.1171875,697.7421875
5.035690069198608,1,99.2,138.2734375,697.7421875
6.042399644851685,1,101.3,372.16796875,925.7421875
7.049996852874756,1,1699.3,1318.75390625,5863.3125
8.05549931526184,1,512.1,1649.38671875,6673.34375
9.066375494003296,1,2456.8,3185.50390625,9489.34375
10.081558227539062,1,501.3,3204.46484375,10653.40625
11.089122772216797,1,100.2,3204.46484375,10653.40625
12.096641540527344,1,100.2,3204.46875,10653.40625
13.103282928466797,1,99.3,3204.46875,10653.40625
14.10959792137146,1,100.4,3204.46875,10653.40625
15.116133689880371,1,99.3,3204.46875,10653.40625
16.12293314933777,1,100.3,3204.47265625,10653.40625
17.130475997924805,1,99.3,3245.6015625,10653.3828125
18.13773775100708,1,100.3,5071.34375,26859.375
19.144810438156128,1,99.3,7149.8125,26859.375
20.151626110076904,1,99.3,9220.109375,26859.375
21.160634517669678,1,1074.3,9772.953125,26859.375
22.181394815444946,1,1410.9,9820.39453125,26859.375
23.202110767364502,1,1789.6,9884.2109375,26859.375
24.214189291000366,1,1664.8,9930.9765625,26859.375
25.25293231010437,1,1612.8,9972.7265625,26859.375
26.265377283096313,1,2067.1,10012.75,26859.375
27.32836890220642,1,2416.9,10040.91796875,26861.875
28.379017114639282,1,2601.9,10263.26171875,27087.375
29.389395713806152,1,100.0,10263.26171875,27087.375
30.398422241210938,1,100.1,10263.26171875,27087.375
31.40788507461548,1,99.1,10263.26171875,27087.375
32.418015241622925,1,101.0,10263.26171875,27087.375
33.426979780197144,1,100.1,10263.26171875,27087.375
34.43538284301758,1,100.2,10263.26171875,27087.375
35.44491195678711,1,100.0,10263.26171875,27087.375
36.45437526702881,1,2722.2,10300.59765625,27087.375
37.51087427139282,1,4776.3,10300.6015625,27087.375
38.559306383132935,1,3056.7,10733.20703125,27483.375
39.56718134880066,1,99.2,10733.20703125,27483.375
40.5740761756897,1,100.3,10733.20703125,27483.375
41.58230686187744,1,100.2,10733.20703125,27483.375
42.589972257614136,1,100.2,10733.20703125,27483.375
43.59655570983887,1,99.3,10733.20703125,27483.375
44.60334634780884,1,100.3,10733.20703125,27483.375
45.61045479774475,1,100.3,10733.20703125,27483.375
46.617607831954956,1,99.3,10733.20703125,27483.375
47.62546968460083,1,101.2,10733.20703125,27483.375
48.63225340843201,1,100.3,10733.20703125,27483.375
49.639429807662964,1,99.3,10733.20703125,27483.375
50.646180152893066,1,100.3,10733.20703125,27483.375
51.653863191604614,1,99.2,10733.20703125,27483.375
52.66139602661133,1,101.2,10733.20703125,27483.375
53.668017864227295,1,99.3,10733.20703125,27483.375
54.67752981185913,1,100.0,10733.20703125,27483.375
55.68683338165283,1,100.1,10733.20703125,27483.375
56.695093631744385,1,100.2,10733.20703125,27483.375
57.70368814468384,1,100.1,10733.20703125,27483.375
58.713557958602905,1,100.0,10733.20703125,27483.375
59.722434282302856,1,100.1,10733.20703125,27483.375
60.7322781085968,1,100.0,10733.20703125,27483.375
61.741398334503174,1,100.1,10733.20703125,27483.375
62.75037455558777,1,431.1,10744.8671875,27483.375
63.76574993133545,1,1863.6,10825.44921875,27688.375
64.7728910446167,1,1177.4,11471.0078125,27704.375
65.78112936019897,1,1274.5,14301.859375,27704.375
66.78779315948486,1,99.3,16620.27734375,27704.375
67.79437351226807,1,3376.9,16910.77734375,27704.375
68.8133852481842,1,4231.3,18715.4453125,29560.375
69.83002662658691,1,3441.7,22740.86328125,43334.375
70.83746147155762,1,100.3,26271.1328125,43334.375
71.84528970718384,1,99.2,29809.69921875,43334.375
72.85297799110413,1,4488.8,29997.671875,43334.375
73.86305117607117,1,4703.9,29997.87109375,43334.375
74.87349605560303,1,4741.7,29998.234375,43334.375
75.88291311264038,1,2267.3,31647.37890625,63814.375
76.89000034332275,1,99.3,35030.06640625,63814.375
77.89743661880493,1,100.3,38500.734375,63814.375
78.9038872718811,1,99.4,41977.83203125,63814.375
79.91194415092468,1,100.2,45465.12890625,63814.375
80.9193263053894,1,100.3,46382.44140625,63814.375
81.92641973495483,1,99.3,46382.44140625,63814.375
82.9334363937378,1,100.3,46382.44140625,63814.375
83.94049167633057,1,99.3,46382.44140625,63814.375
84.94760322570801,1,1716.7,46529.11328125,63914.375
85.95713067054749,1,1999.9,46880.19140625,64202.375
86.96438431739807,1,1787.2,47470.16796875,64342.375
87.983478307724,1,1241.2,48813.25390625,64590.375
88.99080514907837,1,100.3,50410.91015625,64590.375
89.99838876724243,1,2786.9,50648.08984375,64862.375
91.00577759742737,1,2672.2,51132.71484375,65378.375
92.0127317905426,1,530.3,53433.21484375,89982.375
93.01984977722168,1,100.3,56287.48046875,89982.375
94.02766871452332,1,99.2,59130.6015625,89982.375
95.03437900543213,1,4075.7,59359.953125,89982.375
96.053701877594,1,1725.6,60141.06640625,90682.375
97.06105494499207,1,2949.6,60429.953125,91066.375
98.07095503807068,1,2592.4,60918.3359375,91606.375
99.07737684249878,1,4566.3,60923.71484375,91606.375
100.0973768234253,1,4764.9,60923.84375,91606.375
101.11721229553223,1,4762.3,60923.8515625,91606.375
102.13838863372803,1,4294.0,61314.94140625,91982.375
103.15754079818726,1,3185.3,61381.7578125,92102.375
104.16537570953369,1,3482.6,61385.8203125,92102.375
105.18414211273193,1,3145.8,61518.62890625,92222.375
106.19537305831909,1,2570.4,61518.64453125,92222.375
107.20118403434753,1,2507.2,61523.4609375,92222.375
108.21881341934204,1,696.7,62096.07421875,92222.375
109.2264335155487,1,100.2,63233.17578125,92222.375
110.23345947265625,1,436.0,63298.51171875,92222.375
111.24102401733398,1,1226.6,63302.52734375,92262.375
112.2487804889679,1,1731.5,63308.921875,92262.375
113.25637030601501,1,1718.0,63320.76171875,92262.375
114.28337049484253,1,2946.4,63335.34765625,92262.375
115.32662582397461,1,956.6,63462.50390625,92622.375
116.33397841453552,1,100.3,63462.50390625,92622.375
117.34097027778625,1,101.3,63462.50390625,92622.375
118.34744787216187,1,99.4,63462.50390625,92622.375
119.35469722747803,1,100.3,63462.50390625,92622.375
120.36206150054932,1,100.3,63462.50390625,92622.375
121.36957430839539,1,99.3,63462.50390625,92622.375
122.37637138366699,1,1815.5,63463.26171875,92622.375
123.42236423492432,1,4783.2,63463.26171875,92622.375
124.47282242774963,1,2480.6,63878.06640625,93170.375
125.48021984100342,1,100.3,63878.06640625,93170.375
126.48721170425415,1,100.3,63878.06640625,93170.375
127.49419903755188,1,99.3,63878.06640625,93170.375
128.5018572807312,1,101.2,63878.06640625,93170.375
129.50907707214355,1,100.3,63878.06640625,93170.375
130.51574659347534,1,99.3,63878.06640625,93170.375
131.524258852005,1,100.1,63878.06640625,93170.375
132.53106355667114,1,99.3,63878.06640625,93170.375
133.5391447544098,1,101.2,63878.06640625,93170.375
134.5482988357544,1,100.1,63878.06640625,93170.375
135.55727696418762,1,100.1,63878.06640625,93170.375
136.5666229724884,1,99.1,63878.06640625,93170.375
137.57605481147766,1,100.1,63878.06640625,93170.375
138.5848662853241,1,100.1,63878.06640625,93170.375
139.59458184242249,1,100.0,63878.06640625,93170.375
140.60453844070435,1,100.0,63878.06640625,93170.375
141.61368370056152,1,100.1,63878.06640625,93170.375
142.62342190742493,1,100.0,63878.06640625,93170.375
143.6326777935028,1,100.1,63878.06640625,93170.375
144.64156293869019,1,100.1,63878.06640625,93170.375
145.65096068382263,1,100.1,63878.06640625,93170.375
146.66071033477783,1,99.0,63878.06640625,93170.375
147.66928553581238,1,101.1,63878.06640625,93170.375
148.6793975830078,1,100.0,63878.06640625,93170.375
149.68829679489136,1,1237.0,63884.48828125,93170.375
150.74242162704468,1,1217.2,63949.33984375,93170.375
151.7524175643921,1,2063.3,63953.53125,93170.375
152.76537084579468,1,3603.5,63953.54296875,93170.375
153.78038144111633,1,4267.5,65729.921875,95010.375
154.79948019981384,1,3347.0,68309.9375,97890.375
155.80687379837036,1,3312.8,68309.94140625,97890.375
156.81646370887756,1,4705.9,68309.94140625,97890.375
157.82559537887573,1,4704.0,68309.9453125,97890.375
158.83513736724854,1,3518.9,68309.94921875,97890.375
159.8429365158081,1,100.2,68309.94921875,97890.375
160.85078120231628,1,100.2,68309.94921875,97890.375
161.8586142063141,1,99.2,68309.94921875,97890.375
162.86566829681396,1,100.3,68309.94921875,97890.375
163.87215113639832,1,224.6,68309.953125,97890.375
164.87991285324097,1,2041.8,68492.765625,98002.375
165.8873417377472,1,1678.5,68742.2734375,98114.375
166.89437079429626,1,2629.9,69110.0625,98490.375
167.90988492965698,1,1441.6,69139.7734375,98618.375
168.93302655220032,1,3104.7,69712.171875,99410.375
169.94031620025635,1,1597.4,69951.21875,99890.375
170.94751620292664,1,99.3,69951.21875,99890.375
171.95537662506104,1,4288.4,69951.21875,99890.375
172.97538232803345,1,1723.5,70557.8203125,100466.375
173.99537897109985,1,3106.9,70996.46875,100914.375
175.01540398597717,1,2633.0,71417.6015625,101186.375
176.0423755645752,1,4743.5,71418.48046875,101186.375
177.06237292289734,1,4766.7,71418.48046875,101186.375
178.08223271369934,1,4765.2,71418.50390625,101186.375
179.10279726982117,1,4006.9,71813.640625,101554.375
180.10932898521423,1,3206.1,71896.703125,101794.375
181.11737489700317,1,3741.7,71897.44921875,101794.375
182.1266860961914,1,2853.8,72065.49609375,101858.375
183.13637137413025,1,2372.6,72065.5625,101858.375
184.15123343467712,1,2662.0,72237.16015625,102370.3828125
185.15832114219666,1,101.3,72082.578125,101858.375
186.1653289794922,1,98.3,72107.03515625,101858.375
187.1726953983307,1,1255.0,72123.125,101858.375
188.1793761253357,1,1623.9,72129.03125,101858.375
189.19564366340637,1,1965.0,72141.0859375,101858.375
190.20336961746216,1,2051.3,72154.43359375,101858.375
191.2460606098175,1,1981.3,72276.6484375,102002.375
192.25370979309082,1,100.2,72276.6484375,102002.375
193.26056623458862,1,99.3,72276.6484375,102002.375
194.2673921585083,1,100.3,72276.6484375,102002.375
195.27506709098816,1,100.2,72276.6484375,102002.375
196.28258109092712,1,100.2,72276.6484375,102002.375
197.2894105911255,1,99.3,72276.6484375,102002.375
198.29638147354126,1,532.3,72277.375,102002.375
199.3333659172058,1,4785.3,72277.375,102002.375
200.3842968940735,1,4224.4,72706.94140625,102690.375
201.39132046699524,1,100.3,72706.94140625,102690.375
202.39863061904907,1,100.3,72706.94140625,102690.375
203.40517735481262,1,100.3,72706.94140625,102690.375
204.41254043579102,1,99.3,72706.94140625,102690.375
205.41938018798828,1,100.3,72706.94140625,102690.375
206.42690896987915,1,99.3,72706.94140625,102690.375
207.4341938495636,1,101.3,72706.94140625,102690.375
208.44108510017395,1,100.3,72706.94140625,102690.375
209.44876980781555,1,100.2,72706.94140625,102690.375
210.45714211463928,1,99.2,72706.94140625,102690.375
211.46457290649414,1,100.3,72706.94140625,102690.375
