timestamp,gpu_index,memory_used_mib
2026-06-03T17:44:08Z,0,1
2026-06-03T17:44:13Z,0,1
2026-06-03T17:44:18Z,0,1
2026-06-03T17:44:23Z,0,1
2026-06-03T17:44:28Z,0,1
2026-06-03T17:44:33Z,0,1
2026-06-03T17:44:38Z,0,1
2026-06-03T17:44:43Z,0,1
2026-06-03T17:44:48Z,0,1
2026-06-03T17:44:53Z,0,1
2026-06-03T17:44:58Z,0,16778
2026-06-03T17:45:03Z,0,16778
2026-06-03T17:45:08Z,0,16778
2026-06-03T17:45:13Z,0,16778
2026-06-03T17:45:18Z,0,16778
2026-06-03T17:45:23Z,0,16778
2026-06-03T17:45:28Z,0,16936
2026-06-03T17:45:33Z,0,16974
2026-06-03T17:45:38Z,0,17134
2026-06-03T17:45:43Z,0,17006
2026-06-03T17:45:49Z,0,16974
2026-06-03T17:45:54Z,0,17178
2026-06-03T17:45:59Z,0,17306
2026-06-03T17:46:04Z,0,17306
2026-06-03T17:46:09Z,0,17180
2026-06-03T17:46:14Z,0,17150
2026-06-03T17:46:19Z,0,17150
