timestamp,gpu_index,memory_used_mib
2026-06-03T17:51:42Z,0,1
2026-06-03T17:51:47Z,0,16778
2026-06-03T17:51:52Z,0,16778
2026-06-03T17:51:57Z,0,16778
2026-06-03T17:52:02Z,0,16778
2026-06-03T17:52:07Z,0,16778
2026-06-03T17:52:12Z,0,16778
2026-06-03T17:52:17Z,0,16904
2026-06-03T17:52:22Z,0,17002
2026-06-03T17:52:27Z,0,16974
2026-06-03T17:52:32Z,0,17038
2026-06-03T17:52:37Z,0,17038
2026-06-03T17:52:42Z,0,17166
2026-06-03T17:52:47Z,0,17006
2026-06-03T17:52:52Z,0,17006
2026-06-03T17:52:57Z,0,16976
2026-06-03T17:53:02Z,0,20604
2026-06-03T17:53:07Z,0,20540
2026-06-03T17:53:12Z,0,20540
