timestamp,gpu_index,memory_used_mib
2026-06-03T17:37:22Z,0,1
2026-06-03T17:37:27Z,0,1
2026-06-03T17:37:32Z,0,1
2026-06-03T17:37:37Z,0,1
2026-06-03T17:37:42Z,0,1
2026-06-03T17:37:47Z,0,1
2026-06-03T17:37:52Z,0,1
2026-06-03T17:37:57Z,0,1
2026-06-03T17:38:02Z,0,1
2026-06-03T17:38:07Z,0,1
2026-06-03T17:38:12Z,0,16778
2026-06-03T17:38:17Z,0,16778
2026-06-03T17:38:22Z,0,16778
2026-06-03T17:38:27Z,0,16778
2026-06-03T17:38:32Z,0,16778
2026-06-03T17:38:38Z,0,16778
2026-06-03T17:38:43Z,0,16940
2026-06-03T17:38:48Z,0,16940
2026-06-03T17:38:53Z,0,16972
2026-06-03T17:38:58Z,0,16940
2026-06-03T17:39:03Z,0,16972
2026-06-03T17:39:08Z,0,16940
2026-06-03T17:39:13Z,0,16942
2026-06-03T17:39:18Z,0,16944
