elapsed_time,nproc,cpu,mem_real,mem_virtual
4.029273986816406e-05,1,0.0,9.0078125,23063.08203125
1.0062122344970703,1,50.7,93.65234375,851.546875
2.014293670654297,1,99.2,211.5625,819.515625
3.0228981971740723,1,1678.7,585.7734375,29339.49609375
4.037596225738525,1,2681.6,1146.5546875,32747.52734375
5.044907093048096,1,1068.2,3170.41796875,35083.55859375
6.063039302825928,1,4748.3,3298.4453125,35083.55859375
7.081941843032837,1,2670.5,11658.6640625,47919.55859375
8.110482215881348,1,3951.0,12770.55859375,54063.55859375
9.117911100387573,1,4356.0,13514.5625,54063.55859375
10.13791275024414,1,3958.6,13457.4140625,57266.05859375
11.158844947814941,1,1810.9,20613.3359375,69633.05859375
12.165961980819702,1,1874.8,22295.31640625,90113.05859375
13.173070669174194,1,100.3,29374.41796875,90113.05859375
14.180993556976318,1,104.2,36352.0546875,90113.05859375
15.189421892166138,1,105.1,37547.625,90113.05859375
16.197120428085327,1,105.2,37278.1953125,90113.05859375
17.203810453414917,1,105.3,36955.23828125,90113.05859375
18.211586475372314,1,104.2,36623.8984375,90113.05859375
19.21973705291748,1,1802.2,36485.21875,90113.05859375
20.2295880317688,1,2013.1,36147.81640625,90113.05859375
21.23858618736267,1,1870.2,39371.0546875,90113.05859375
22.245906829833984,1,1759.4,37111.28515625,114689.05859375
23.25490665435791,1,1954.3,41098.4453125,114689.05859375
24.275908946990967,1,2382.8,39520.890625,114689.05859375
25.300116777420044,1,1931.3,37183.26953125,114689.05859375
26.308851718902588,1,163.6,41809.3984375,114689.05859375
27.316910982131958,1,1692.5,46933.03515625,114689.05859375
28.340023279190063,1,4389.4,49704.6640625,114787.05859375
29.34955668449402,1,636.0,42707.8828125,114787.05859375
30.370317697525024,1,2423.5,41117.99609375,114787.05859375
31.38106894493103,1,2491.2,38243.33203125,114787.05859375
32.38990640640259,1,3764.1,20919.546875,114787.05859375
33.41090226173401,1,4773.0,20581.6015625,114787.05859375
34.435415506362915,1,4766.1,20237.359375,114787.05859375
35.45691180229187,1,4771.1,19956.71875,114787.05859375
36.482545375823975,1,3056.8,22486.03125,114827.05859375
37.49391150474548,1,2426.4,21536.4921875,114827.05859375
38.510021448135376,1,2351.3,20908.1015625,114827.05859375
39.51890993118286,1,4546.0,13016.2734375,114827.05859375
40.5339081287384,1,2996.2,14441.76953125,114827.05859375
41.553900957107544,1,2660.0,12260.203125,114827.05859375
42.568915605545044,1,1965.2,11882.890625,114827.05859375
43.57694101333618,1,1551.5,3567.5625,114827.05859375
44.58489942550659,1,4460.9,3967.96484375,114827.05859375
45.628918170928955,1,2751.6,10970.69921875,114827.05859375
46.64990854263306,1,4015.0,12970.82421875,114827.05859375
47.674898624420166,1,4191.4,13728.52734375,114827.05859375
48.69391369819641,1,3910.3,12832.53515625,114831.05859375
49.714452266693115,1,2491.8,19151.5546875,115319.05859375
50.72207045555115,1,1872.7,22492.2421875,115319.05859375
51.72923302650452,1,108.2,26564.3125,115319.05859375
52.73724341392517,1,101.2,33416.94140625,115319.05859375
53.74422764778137,1,103.3,37094.8203125,115319.05859375
54.75157690048218,1,104.2,36815.68359375,115319.05859375
55.7585883140564,1,105.3,36494.8203125,115319.05859375
56.765833616256714,1,103.2,36201.33984375,115319.05859375
57.77297043800354,1,1223.3,36250.78515625,115319.05859375
58.78564643859863,1,1962.0,37134.328125,115319.05859375
59.79390335083008,1,1377.8,38224.23046875,115319.05859375
60.814903259277344,1,2421.2,36410.0390625,115319.05859375
61.829288721084595,1,436.7,40115.15625,115319.05859375
62.83774256706238,1,3114.6,43872.7734375,115319.05859375
63.84506893157959,1,2209.0,38676.66015625,115319.05859375
64.85697031021118,1,891.3,39844.09375,115319.05859375
65.86529779434204,1,104.1,44515.203125,115319.05859375
66.87390899658203,1,4492.4,46653.2734375,115319.05859375
67.89391136169434,1,1427.5,51975.28515625,115339.05859375
68.90535569190979,1,2904.8,43490.9453125,115339.05859375
69.91690111160278,1,1707.3,38667.17578125,115339.05859375
70.9359085559845,1,2884.0,20992.2734375,115339.05859375
71.9569103717804,1,4775.8,20672.0,115339.05859375
72.97790360450745,1,4772.0,20303.1796875,115339.05859375
73.99989914894104,1,4775.1,20031.97265625,115339.05859375
75.02190828323364,1,3083.1,22722.1171875,115339.05859375
76.03419494628906,1,2542.9,21958.796875,115339.05859375
77.04054951667786,1,2711.4,21366.35546875,115339.05859375
78.04791498184204,1,3991.7,12725.45703125,115339.05859375
79.06783819198608,1,3038.3,14693.22265625,115339.05859375
80.07946538925171,1,3327.3,12366.6953125,115339.05859375
81.08674430847168,1,2066.3,12012.25,115339.05859375
82.0942394733429,1,2188.2,2520.38671875,115339.05859375
83.10189747810364,1,2902.2,4581.15234375,115339.05859375
84.12013363838196,1,3452.9,4171.90234375,115339.05859375
85.14038324356079,1,1034.9,10045.68359375,115339.05859375
86.14861798286438,1,101.2,10364.953125,115339.05859375
87.15590190887451,1,2048.3,10678.203125,115339.05859375
88.17286968231201,1,1916.5,10470.87890625,115339.05859375
89.1803879737854,1,1836.9,14228.65625,115339.05859375
90.18890452384949,1,2521.8,6745.88671875,115339.05859375
91.20889973640442,1,3744.3,7048.3359375,115339.05859375
92.21732139587402,1,2725.6,5358.85546875,115387.05859375
93.2259259223938,1,2241.8,4968.2109375,115387.05859375
94.2367308139801,1,2195.6,4770.37109375,115387.05859375
95.2451639175415,1,3275.3,4212.1796875,115598.55859375
96.26807069778442,1,1847.8,5800.703125,115598.55859375
97.27590918540955,1,2381.1,4534.515625,115598.55859375
98.29709672927856,1,3614.6,4568.921875,115598.55859375
99.30889868736267,1,3078.8,4039.48046875,115598.55859375
100.32702898979187,1,2984.8,3447.91796875,115598.55859375
101.33524322509766,1,2960.8,3538.83203125,115598.55859375
102.34289908409119,1,3122.0,3248.90625,115598.55859375
103.36155819892883,1,3391.5,2883.03125,115598.55859375
104.37151026725769,1,3286.6,2152.10546875,115598.55859375
105.37890124320984,1,3203.3,2477.1875,115598.55859375
