filename,num_segments,app_proof_cells,app_proof_cols,total_proof_time_ms,app_proof_time_ms,app_execute_preflight_time_ms,app_execute_metered_time_ms,app_trace_gen_time_ms,leaf_proof_time_ms,inner_recursion_proof_time_ms,normal_instruction_ratio,openvm_precompile_ratio,powdr_ratio,powdr_rows
powdr-10k/metrics.json,31,21136949952,37852,690045,690045,7969,2328,20097,0,0,0.9881182902656096,0.011881709734390348,0.0,0

