filename,num_segments,app_proof_cells,app_proof_cols,total_proof_time_ms,total_proof_time_excluding_trace_ms,app_proof_time_ms,app_proof_time_excluding_trace_ms,app_execute_preflight_time_ms,app_execute_metered_time_ms,app_trace_gen_time_ms,leaf_proof_time_ms,leaf_proof_time_excluding_trace_ms,inner_recursion_proof_time_ms,inner_recursion_proof_time_excluding_trace_ms,normal_instruction_ratio,openvm_precompile_ratio,powdr_ratio,powdr_rows
apc000/metrics.json,44,20308091515,29951,37225,20024,34025,17726,11345,3146,2980,2061,1409,1139,889,0.991207012738341,0.008792987261658988,0.0,0
apc003/metrics.json,5,1668784551,68360,17738,2749,17014,2220,10636,4988,3830,436,291,288,238,0.34475642566036674,0.01215973025867256,0.6430838440809606,262144
apc010/metrics.json,5,1228120953,74046,17519,2616,16739,2031,10507,5038,3870,463,320,317,265,0.03455283691426442,0.016522778111090496,0.948924384974645,819200
apc030/metrics.json,5,1204528577,75375,17674,2615,16884,2035,10628,5121,3895,476,318,314,262,0.003672585345395255,0.01684639981771059,0.9794810148368942,983058
apc100/metrics.json,5,1204528577,75375,17579,2617,16795,2035,10540,4938,3891,468,319,316,263,0.003672585345395255,0.01684639981771059,0.9794810148368942,983058
apc300/metrics.json,5,1204528577,75375,17475,2613,16688,2034,10446,4883,3877,471,318,316,261,0.003672585345395255,0.01684639981771059,0.9794810148368942,983058
manual/metrics.json,6,3529941646,8990,7227,4122,6586,3647,1975,559,590,350,237,291,238,0.7821098989351395,0.21789010106486048,0.0,0

