timestamp,gpu_index,memory_used_mib
2026-06-03T12:24:29Z,0,1
2026-06-03T12:24:34Z,0,1
2026-06-03T12:24:39Z,0,1
2026-06-03T12:24:44Z,0,1
2026-06-03T12:24:49Z,0,1
2026-06-03T12:24:54Z,0,1
2026-06-03T12:24:59Z,0,1
2026-06-03T12:25:04Z,0,1
2026-06-03T12:25:09Z,0,1
2026-06-03T12:25:14Z,0,1
2026-06-03T12:25:19Z,0,16778
2026-06-03T12:25:24Z,0,16778
2026-06-03T12:25:29Z,0,16778
2026-06-03T12:25:34Z,0,16778
2026-06-03T12:25:39Z,0,16778
2026-06-03T12:25:44Z,0,16778
2026-06-03T12:25:49Z,0,16940
2026-06-03T12:25:54Z,0,16940
2026-06-03T12:25:59Z,0,16940
2026-06-03T12:26:04Z,0,16940
2026-06-03T12:26:09Z,0,16940
2026-06-03T12:26:14Z,0,16940
2026-06-03T12:26:19Z,0,16942
2026-06-03T12:26:24Z,0,16912
