timestamp,gpu_index,memory_used_mib
2026-06-03T12:26:42Z,0,1
2026-06-03T12:26:47Z,0,1
2026-06-03T12:26:52Z,0,1
2026-06-03T12:26:57Z,0,1
2026-06-03T12:27:02Z,0,1
2026-06-03T12:27:07Z,0,1
2026-06-03T12:27:12Z,0,1
2026-06-03T12:27:17Z,0,1
2026-06-03T12:27:22Z,0,1
2026-06-03T12:27:27Z,0,1
2026-06-03T12:27:33Z,0,16778
2026-06-03T12:27:38Z,0,16778
2026-06-03T12:27:43Z,0,16778
2026-06-03T12:27:48Z,0,16778
2026-06-03T12:27:53Z,0,16778
2026-06-03T12:27:58Z,0,16778
2026-06-03T12:28:03Z,0,16940
2026-06-03T12:28:08Z,0,16940
2026-06-03T12:28:13Z,0,16940
2026-06-03T12:28:18Z,0,16972
2026-06-03T12:28:23Z,0,16940
2026-06-03T12:28:28Z,0,16940
2026-06-03T12:28:33Z,0,16942
2026-06-03T12:28:38Z,0,16944
