timestamp,gpu_index,memory_used_mib
2026-06-03T12:44:19Z,0,1
2026-06-03T12:44:24Z,0,16778
2026-06-03T12:44:29Z,0,16778
2026-06-03T12:44:34Z,0,16778
2026-06-03T12:44:39Z,0,16778
2026-06-03T12:44:44Z,0,16778
2026-06-03T12:44:49Z,0,16778
2026-06-03T12:44:54Z,0,16936
2026-06-03T12:44:59Z,0,17004
2026-06-03T12:45:04Z,0,17068
2026-06-03T12:45:09Z,0,17036
2026-06-03T12:45:14Z,0,17036
2026-06-03T12:45:19Z,0,17196
2026-06-03T12:45:24Z,0,17004
2026-06-03T12:45:29Z,0,17004
2026-06-03T12:45:34Z,0,17068
2026-06-03T12:45:39Z,0,17004
2026-06-03T12:45:44Z,0,20634
2026-06-03T12:45:49Z,0,20570
2026-06-03T12:45:54Z,0,20570
