timestamp,gpu_index,memory_used_mib
2026-06-03T12:28:56Z,0,1
2026-06-03T12:29:01Z,0,1
2026-06-03T12:29:06Z,0,1
2026-06-03T12:29:11Z,0,1
2026-06-03T12:29:16Z,0,1
2026-06-03T12:29:21Z,0,1
2026-06-03T12:29:26Z,0,1
2026-06-03T12:29:31Z,0,1
2026-06-03T12:29:36Z,0,1
2026-06-03T12:29:41Z,0,1
2026-06-03T12:29:46Z,0,16778
2026-06-03T12:29:51Z,0,16778
2026-06-03T12:29:56Z,0,16778
2026-06-03T12:30:01Z,0,16778
2026-06-03T12:30:06Z,0,16778
2026-06-03T12:30:11Z,0,16778
2026-06-03T12:30:16Z,0,16972
2026-06-03T12:30:21Z,0,17004
2026-06-03T12:30:26Z,0,16940
2026-06-03T12:30:31Z,0,16940
2026-06-03T12:30:36Z,0,16940
2026-06-03T12:30:41Z,0,17004
2026-06-03T12:30:47Z,0,16974
2026-06-03T12:30:52Z,0,16944
